"unattempted","wrong","correct","partCorrect1m","partCorrect2m","partCorrect3m","subject","paper","year","qaNum","qaType","markScheme","right","tot","wOtot","uOtot","cOtot","rOtot","not.rOtot"
70940,51232,20811,16557,0,0,"maths","2","2017",11,"MultCorrAns","-201234",24950,159540,0.321,0.445,0.13,0.156,0.844
43658,56299,27778,31805,0,0,"maths","2","2017",12,"MultCorrAns","-201234",35729,159540,0.353,0.274,0.174,0.224,0.776
78050,37948,23267,20275,0,0,"maths","2","2017",13,"MultCorrAns","-201234",28336,159540,0.238,0.489,0.146,0.178,0.822
100122,32497,12634,14287,0,0,"maths","2","2017",14,"MultCorrAns","-201234",16206,159540,0.204,0.628,0.079,0.102,0.898
3402,70083,86055,NA,NA,NA,"maths","2","2017",15,"Compr","+03",86055,159540,0.439,0.021,0.539,0.539,0.461
4374,75639,79527,NA,NA,NA,"maths","2","2017",16,"Compr","+03",79527,159540,0.474,0.027,0.498,0.498,0.502
6805,107115,45620,NA,NA,NA,"maths","2","2017",17,"Compr","+03",45620,159540,0.671,0.043,0.286,0.286,0.714
5920,100975,52645,NA,NA,NA,"maths","2","2017",18,"Compr","+03",52645,159540,0.633,0.037,0.33,0.33,0.67
26483,41919,79276,NA,NA,NA,"physics","1","2016",1,"SingCorrAns","-103",79276,147678,0.284,0.179,0.537,0.537,0.463
74281,34818,38579,NA,NA,NA,"physics","1","2016",2,"SingCorrAns","-103",38579,147678,0.236,0.503,0.261,0.261,0.739
99416,31720,16542,NA,NA,NA,"physics","1","2016",3,"SingCorrAns","-103",16542,147678,0.215,0.673,0.112,0.112,0.888
31771,69096,46811,NA,NA,NA,"physics","1","2016",4,"SingCorrAns","-103",46811,147678,0.468,0.215,0.317,0.317,0.683
64828,58028,24822,NA,NA,NA,"physics","1","2016",5,"SingCorrAns","-103",24822,147678,0.393,0.439,0.168,0.168,0.832
72163,26329,4631,30191,14364,0,"physics","1","2016",6,"MultCorrAns","-201234",19361,147678,0.178,0.489,0.031,0.131,0.869
83663,18853,10477,16581,18104,0,"physics","1","2016",7,"MultCorrAns","-201234",23674,147678,0.128,0.567,0.071,0.16,0.84
81543,44890,4663,16582,0,0,"physics","1","2016",8,"MultCorrAns","-201234",8809,147678,0.304,0.552,0.032,0.06,0.94
79140,38957,12455,17126,0,0,"physics","1","2016",9,"MultCorrAns","-201234",16737,147678,0.264,0.536,0.084,0.113,0.887
72549,30856,26365,17908,0,0,"physics","1","2016",10,"MultCorrAns","-201234",30842,147678,0.209,0.491,0.179,0.209,0.791
83413,48227,3178,12860,0,0,"physics","1","2016",11,"MultCorrAns","-201234",6393,147678,0.327,0.565,0.022,0.043,0.957
24721,12431,42133,34963,33430,0,"physics","1","2016",12,"MultCorrAns","-201234",67589,147678,0.084,0.167,0.285,0.458,0.542
48414,20468,18408,25092,35296,0,"physics","1","2016",13,"MultCorrAns","-201234",42329,147678,0.139,0.328,0.125,0.287,0.713
8604,121125,17949,NA,NA,NA,"physics","1","2016",14,"SingDigitInteger","+03",17949,147678,0.82,0.058,0.122,0.122,0.878
10215,108884,28579,NA,NA,NA,"physics","1","2016",15,"SingDigitInteger","+03",28579,147678,0.737,0.069,0.194,0.194,0.806
6551,111241,29886,NA,NA,NA,"physics","1","2016",16,"SingDigitInteger","+03",29886,147678,0.753,0.044,0.202,0.202,0.798
5914,79650,62114,NA,NA,NA,"physics","1","2016",17,"SingDigitInteger","+03",62114,147678,0.539,0.04,0.421,0.421,0.579
7474,105832,34372,NA,NA,NA,"physics","1","2016",18,"SingDigitInteger","+03",34372,147678,0.717,0.051,0.233,0.233,0.767
90991,36578,20109,NA,NA,NA,"physics","2","2016",1,"SingCorrAns","-103",20109,147678,0.248,0.616,0.136,0.136,0.864
27104,29949,90625,NA,NA,NA,"physics","2","2016",2,"SingCorrAns","-103",90625,147678,0.203,0.184,0.614,0.614,0.386
79788,41777,26113,NA,NA,NA,"physics","2","2016",3,"SingCorrAns","-103",26113,147678,0.283,0.54,0.177,0.177,0.823
63194,70914,13570,NA,NA,NA,"physics","2","2016",4,"SingCorrAns","-103",13570,147678,0.48,0.428,0.092,0.092,0.908
80125,52036,15517,NA,NA,NA,"physics","2","2016",5,"SingCorrAns","-103",15517,147678,0.352,0.543,0.105,0.105,0.895
41945,64148,41585,NA,NA,NA,"physics","2","2016",6,"SingCorrAns","-103",41585,147678,0.434,0.284,0.282,0.282,0.718
108433,21112,9172,8961,0,0,"physics","2","2016",7,"MultCorrAns","-201234",11412,147678,0.143,0.734,0.062,0.077,0.923
62342,68116,17220,0,0,0,"physics","2","2016",8,"MultCorrAns","-201234",17220,147678,0.461,0.422,0.117,0.117,0.883
74063,19809,5312,33175,15319,0,"physics","2","2016",9,"MultCorrAns","-201234",21265,147678,0.134,0.502,0.036,0.144,0.856
60475,64523,8066,14614,0,0,"physics","2","2016",10,"MultCorrAns","-201234",11720,147678,0.437,0.41,0.055,0.079,0.921
70842,0,2685,37216,28995,7940,"physics","2","2016",11,"MultCorrAns","-201234",32441,147678,0,0.48,0.018,0.22,0.78
70148,22681,6442,27416,20991,0,"physics","2","2016",12,"MultCorrAns","-201234",23792,147678,0.154,0.475,0.044,0.161,0.839
72673,40947,11942,22116,0,0,"physics","2","2016",13,"MultCorrAns","-201234",17471,147678,0.277,0.492,0.081,0.118,0.882
40989,65639,15852,25198,0,0,"physics","2","2016",14,"MultCorrAns","-201234",22152,147678,0.444,0.278,0.107,0.15,0.85
3816,106911,36951,NA,NA,NA,"physics","2","2016",15,"Compr","+03",36951,147678,0.724,0.026,0.25,0.25,0.75
3546,104575,39557,NA,NA,NA,"physics","2","2016",16,"Compr","+03",39557,147678,0.708,0.024,0.268,0.268,0.732
4227,107199,36252,NA,NA,NA,"physics","2","2016",17,"Compr","+03",36252,147678,0.726,0.029,0.245,0.245,0.755
3765,103293,40620,NA,NA,NA,"physics","2","2016",18,"Compr","+03",40620,147678,0.699,0.025,0.275,0.275,0.725
37478,55239,54961,NA,NA,NA,"chemistry","1","2016",1,"SingCorrAns","-103",54961,147678,0.374,0.254,0.372,0.372,0.628
55972,57268,34438,NA,NA,NA,"chemistry","1","2016",2,"SingCorrAns","-103",34438,147678,0.388,0.379,0.233,0.233,0.767
12970,90531,44177,NA,NA,NA,"chemistry","1","2016",3,"SingCorrAns","-103",44177,147678,0.613,0.088,0.299,0.299,0.701
28508,71255,47915,NA,NA,NA,"chemistry","1","2016",4,"SingCorrAns","-103",47915,147678,0.483,0.193,0.324,0.324,0.676
51601,71695,24382,NA,NA,NA,"chemistry","1","2016",5,"SingCorrAns","-103",24382,147678,0.485,0.349,0.165,0.165,0.835
27671,22159,17242,34521,46085,0,"chemistry","1","2016",6,"MultCorrAns","-201234",48915,147678,0.15,0.187,0.117,0.331,0.669
59150,43089,25487,19952,0,0,"chemistry","1","2016",7,"MultCorrAns","-201234",30475,147678,0.292,0.401,0.173,0.206,0.794
64696,31126,13402,21351,17103,0,"chemistry","1","2016",8,"MultCorrAns","-201234",27291,147678,0.211,0.438,0.091,0.185,0.815
7862,23383,100394,16039,0,0,"chemistry","1","2016",9,"MultCorrAns","-201234",104404,147678,0.158,0.053,0.68,0.707,0.293
69712,51425,15925,10616,0,0,"chemistry","1","2016",10,"MultCorrAns","-201234",18579,147678,0.348,0.472,0.108,0.126,0.874
27497,16592,8683,37749,57157,0,"chemistry","1","2016",11,"MultCorrAns","-201234",46699,147678,0.112,0.186,0.059,0.316,0.684
53411,67506,26761,0,0,0,"chemistry","1","2016",12,"MultCorrAns","-201234",26761,147678,0.457,0.362,0.181,0.181,0.819
74826,42672,12389,17791,0,0,"chemistry","1","2016",13,"MultCorrAns","-201234",16837,147678,0.289,0.507,0.084,0.114,0.886
7551,97803,42324,NA,NA,NA,"chemistry","1","2016",14,"SingDigitInteger","+03",42324,147678,0.662,0.051,0.287,0.287,0.713
7195,104364,36119,NA,NA,NA,"chemistry","1","2016",15,"SingDigitInteger","+03",36119,147678,0.707,0.049,0.245,0.245,0.755
7934,116582,23162,NA,NA,NA,"chemistry","1","2016",16,"SingDigitInteger","+03",23162,147678,0.789,0.054,0.157,0.157,0.843
3584,132725,11369,NA,NA,NA,"chemistry","1","2016",17,"SingDigitInteger","+03",11369,147678,0.899,0.024,0.077,0.077,0.923
3955,134006,9717,NA,NA,NA,"chemistry","1","2016",18,"SingDigitInteger","+03",9717,147678,0.907,0.027,0.066,0.066,0.934
23065,59166,65447,NA,NA,NA,"chemistry","2","2016",1,"SingCorrAns","-103",65447,147678,0.401,0.156,0.443,0.443,0.557
51588,65620,30470,NA,NA,NA,"chemistry","2","2016",2,"SingCorrAns","-103",30470,147678,0.444,0.349,0.206,0.206,0.794
31725,41162,74791,NA,NA,NA,"chemistry","2","2016",3,"SingCorrAns","-103",74791,147678,0.279,0.215,0.506,0.506,0.494
21902,84374,41402,NA,NA,NA,"chemistry","2","2016",4,"SingCorrAns","-103",41402,147678,0.571,0.148,0.28,0.28,0.72
12563,83045,52070,NA,NA,NA,"chemistry","2","2016",5,"SingCorrAns","-103",52070,147678,0.562,0.085,0.353,0.353,0.647
76745,53678,17255,NA,NA,NA,"chemistry","2","2016",6,"SingCorrAns","-103",17255,147678,0.363,0.52,0.117,0.117,0.883
26152,48822,47222,25482,0,0,"chemistry","2","2016",7,"MultCorrAns","-201234",53592,147678,0.331,0.177,0.32,0.363,0.637
41067,63608,20058,22945,0,0,"chemistry","2","2016",8,"MultCorrAns","-201234",25794,147678,0.431,0.278,0.136,0.175,0.825
12989,47878,29100,18737,38974,0,"chemistry","2","2016",9,"MultCorrAns","-201234",53271,147678,0.324,0.088,0.197,0.361,0.639
19630,41869,29132,22005,35042,0,"chemistry","2","2016",10,"MultCorrAns","-201234",52154,147678,0.284,0.133,0.197,0.353,0.647
72429,44126,10907,20216,0,0,"chemistry","2","2016",11,"MultCorrAns","-201234",15961,147678,0.299,0.49,0.074,0.108,0.892
54998,55030,9137,28513,0,0,"chemistry","2","2016",12,"MultCorrAns","-201234",16265,147678,0.373,0.372,0.062,0.11,0.89
45342,60732,7383,34221,0,0,"chemistry","2","2016",13,"MultCorrAns","-201234",15938,147678,0.411,0.307,0.05,0.108,0.892
47093,40158,3238,32591,24598,0,"chemistry","2","2016",14,"MultCorrAns","-201234",23685,147678,0.272,0.319,0.022,0.16,0.84
2889,102137,42652,NA,NA,NA,"chemistry","2","2016",15,"Compr","+03",42652,147678,0.692,0.02,0.289,0.289,0.711
2861,107229,37588,NA,NA,NA,"chemistry","2","2016",16,"Compr","+03",37588,147678,0.726,0.019,0.255,0.255,0.745
3258,97694,46726,NA,NA,NA,"chemistry","2","2016",17,"Compr","+03",46726,147678,0.662,0.022,0.316,0.316,0.684
2759,103387,41532,NA,NA,NA,"chemistry","2","2016",18,"Compr","+03",41532,147678,0.7,0.019,0.281,0.281,0.719
48570,71989,27119,NA,NA,NA,"maths","1","2016",1,"SingCorrAns","-103",27119,147678,0.487,0.329,0.184,0.184,0.816
28964,70861,47853,NA,NA,NA,"maths","1","2016",2,"SingCorrAns","-103",47853,147678,0.48,0.196,0.324,0.324,0.676
79703,39124,28851,NA,NA,NA,"maths","1","2016",3,"SingCorrAns","-103",28851,147678,0.265,0.54,0.195,0.195,0.805
83356,31645,32677,NA,NA,NA,"maths","1","2016",4,"SingCorrAns","-103",32677,147678,0.214,0.564,0.221,0.221,0.779
43904,78313,25461,NA,NA,NA,"maths","1","2016",5,"SingCorrAns","-103",25461,147678,0.53,0.297,0.172,0.172,0.828
91542,16500,5336,14842,19458,0,"maths","1","2016",6,"MultCorrAns","-201234",18776,147678,0.112,0.62,0.036,0.127,0.873
83483,53894,10301,0,0,0,"maths","1","2016",7,"MultCorrAns","-201234",10301,147678,0.365,0.565,0.07,0.07,0.93
97766,36293,2897,10722,0,0,"maths","1","2016",8,"MultCorrAns","-201234",5577,147678,0.246,0.662,0.02,0.038,0.962
104720,17130,4032,14632,7164,0,"maths","1","2016",9,"MultCorrAns","-201234",11272,147678,0.116,0.709,0.027,0.076,0.924
101482,31236,4392,10568,0,0,"maths","1","2016",10,"MultCorrAns","-201234",7034,147678,0.212,0.687,0.03,0.048,0.952
99682,30762,5221,12013,0,0,"maths","1","2016",11,"MultCorrAns","-201234",8224,147678,0.208,0.675,0.035,0.056,0.944
100033,12346,6451,17925,10923,0,"maths","1","2016",12,"MultCorrAns","-201234",16394,147678,0.084,0.677,0.044,0.111,0.889
97615,24414,16483,9166,0,0,"maths","1","2016",13,"MultCorrAns","-201234",18775,147678,0.165,0.661,0.112,0.127,0.873
4426,98257,44995,0,NA,NA,"maths","1","2016",14,"SingDigitInteger","+03",44995,147678,0.665,0.03,0.305,0.305,0.695
9756,120956,16966,0,NA,NA,"maths","1","2016",15,"SingDigitInteger","+03",16966,147678,0.819,0.066,0.115,0.115,0.885
7152,118566,21960,0,NA,NA,"maths","1","2016",16,"SingDigitInteger","+03",21960,147678,0.803,0.048,0.149,0.149,0.851
6428,111603,29647,0,NA,NA,"maths","1","2016",17,"SingDigitInteger","+03",29647,147678,0.756,0.044,0.201,0.201,0.799
8075,119399,20204,0,NA,NA,"maths","1","2016",18,"SingDigitInteger","+03",20204,147678,0.809,0.055,0.137,0.137,0.863
62543,48541,36594,NA,NA,NA,"maths","2","2016",1,"SingCorrAns","-103",36594,147678,0.329,0.424,0.248,0.248,0.752
63769,47370,36539,NA,NA,NA,"maths","2","2016",2,"SingCorrAns","-103",36539,147678,0.321,0.432,0.247,0.247,0.753
81828,35950,29900,NA,NA,NA,"maths","2","2016",3,"SingCorrAns","-103",29900,147678,0.243,0.554,0.202,0.202,0.798
42375,44443,60860,NA,NA,NA,"maths","2","2016",4,"SingCorrAns","-103",60860,147678,0.301,0.287,0.412,0.412,0.588
88946,43140,15592,NA,NA,NA,"maths","2","2016",5,"SingCorrAns","-103",15592,147678,0.292,0.602,0.106,0.106,0.894
39615,36236,71827,NA,NA,NA,"maths","2","2016",6,"SingCorrAns","-103",71827,147678,0.245,0.268,0.486,0.486,0.514
117120,19763,1543,9252,0,0,"maths","2","2016",7,"MultCorrAns","-201234",3856,147678,0.134,0.793,0.01,0.026,0.974
67489,45234,17488,17467,0,0,"maths","2","2016",8,"MultCorrAns","-201234",21855,147678,0.306,0.457,0.118,0.148,0.852
73059,32250,18576,23793,0,0,"maths","2","2016",9,"MultCorrAns","-201234",24524,147678,0.218,0.495,0.126,0.166,0.834
67985,50364,9514,19815,0,0,"maths","2","2016",10,"MultCorrAns","-201234",14468,147678,0.341,0.46,0.064,0.098,0.902
83129,16749,8556,11771,27473,0,"maths","2","2016",11,"MultCorrAns","-201234",25235,147678,0.113,0.563,0.058,0.171,0.829
74647,21787,15528,17320,18396,0,"maths","2","2016",12,"MultCorrAns","-201234",29056,147678,0.148,0.505,0.105,0.197,0.803
33120,41688,35447,15226,22197,0,"maths","2","2016",13,"MultCorrAns","-201234",50352,147678,0.282,0.224,0.24,0.341,0.659
89521,34578,5843,17736,0,0,"maths","2","2016",14,"MultCorrAns","-201234",10277,147678,0.234,0.606,0.04,0.07,0.93
3518,88012,56148,NA,NA,NA,"maths","2","2016",15,"Compr","+03",56148,147678,0.596,0.024,0.38,0.38,0.62
3560,79725,64393,NA,NA,NA,"maths","2","2016",16,"Compr","+03",64393,147678,0.54,0.024,0.436,0.436,0.564
4159,91650,51869,NA,NA,NA,"maths","2","2016",17,"Compr","+03",51869,147678,0.621,0.028,0.351,0.351,0.649
3095,79396,65187,NA,NA,NA,"maths","2","2016",18,"Compr","+03",65187,147678,0.538,0.021,0.441,0.441,0.559
17421,96224,5935,NA,NA,NA,"physics","1","2014",1,"MultCorrAns","+03",5935,119580,0.805,0.146,0.05,0.05,0.95
6946,80194,32440,NA,NA,NA,"physics","1","2014",2,"MultCorrAns","+03",32440,119580,0.671,0.058,0.271,0.271,0.729
13115,97611,8854,NA,NA,NA,"physics","1","2014",3,"MultCorrAns","+03",8854,119580,0.816,0.11,0.074,0.074,0.926
6491,95050,18039,NA,NA,NA,"physics","1","2014",4,"MultCorrAns","+03",18039,119580,0.795,0.054,0.151,0.151,0.849
9102,100271,10207,NA,NA,NA,"physics","1","2014",5,"MultCorrAns","+03",10207,119580,0.839,0.076,0.085,0.085,0.915
22967,90952,5661,NA,NA,NA,"physics","1","2014",6,"MultCorrAns","+03",5661,119580,0.761,0.192,0.047,0.047,0.953
11094,59941,48545,NA,NA,NA,"physics","1","2014",7,"MultCorrAns","+03",48545,119580,0.501,0.093,0.406,0.406,0.594
13364,90784,15432,NA,NA,NA,"physics","1","2014",8,"MultCorrAns","+03",15432,119580,0.759,0.112,0.129,0.129,0.871
14154,79838,25588,NA,NA,NA,"physics","1","2014",9,"MultCorrAns","+03",25588,119580,0.668,0.118,0.214,0.214,0.786
7180,87433,24967,NA,NA,NA,"physics","1","2014",10,"MultCorrAns","+03",24967,119580,0.731,0.06,0.209,0.209,0.791
14899,70868,33813,NA,NA,NA,"physics","1","2014",11,"SingDigitInteger","+03",33813,119580,0.593,0.125,0.283,0.283,0.717
19376,80616,19588,NA,NA,NA,"physics","1","2014",12,"SingDigitInteger","+03",19588,119580,0.674,0.162,0.164,0.164,0.836
10697,75241,33642,NA,NA,NA,"physics","1","2014",13,"SingDigitInteger","+03",33642,119580,0.629,0.089,0.281,0.281,0.719
9784,60166,49630,NA,NA,NA,"physics","1","2014",14,"SingDigitInteger","+03",49630,119580,0.503,0.082,0.415,0.415,0.585
9675,69244,40661,NA,NA,NA,"physics","1","2014",15,"SingDigitInteger","+03",40661,119580,0.579,0.081,0.34,0.34,0.66
12116,68225,39239,NA,NA,NA,"physics","1","2014",16,"SingDigitInteger","+03",39239,119580,0.571,0.101,0.328,0.328,0.672
10055,73553,35972,NA,NA,NA,"physics","1","2014",17,"SingDigitInteger","+03",35972,119580,0.615,0.084,0.301,0.301,0.699
9968,49128,60484,NA,NA,NA,"physics","1","2014",18,"SingDigitInteger","+03",60484,119580,0.411,0.083,0.506,0.506,0.494
15281,76231,28068,NA,NA,NA,"physics","1","2014",19,"SingDigitInteger","+03",28068,119580,0.637,0.128,0.235,0.235,0.765
11602,60523,47455,NA,NA,NA,"physics","1","2014",20,"SingDigitInteger","+03",47455,119580,0.506,0.097,0.397,0.397,0.603
3622,82853,33105,NA,NA,NA,"chemistry","1","2014",1,"SingCorrAns","-103",33105,119580,0.693,0.03,0.277,0.277,0.723
6734,99437,13409,NA,NA,NA,"chemistry","1","2014",2,"SingCorrAns","-103",13409,119580,0.832,0.056,0.112,0.112,0.888
9952,94679,14949,NA,NA,NA,"chemistry","1","2014",3,"SingCorrAns","-103",14949,119580,0.792,0.083,0.125,0.125,0.875
4725,95701,19154,NA,NA,NA,"chemistry","1","2014",4,"SingCorrAns","-103",19154,119580,0.8,0.04,0.16,0.16,0.84
3031,96172,20377,NA,NA,NA,"chemistry","1","2014",5,"SingCorrAns","-103",20377,119580,0.804,0.025,0.17,0.17,0.83
2185,81113,36282,NA,NA,NA,"chemistry","1","2014",6,"SingCorrAns","-103",36282,119580,0.678,0.018,0.303,0.303,0.697
6485,105018,8077,NA,NA,NA,"chemistry","1","2014",7,"SingCorrAns","-103",8077,119580,0.878,0.054,0.068,0.068,0.932
9412,103601,6567,NA,NA,NA,"chemistry","1","2014",8,"SingCorrAns","-103",6567,119580,0.866,0.079,0.055,0.055,0.945
3137,65175,51268,NA,NA,NA,"chemistry","1","2014",9,"SingCorrAns","-103",51268,119580,0.545,0.026,0.429,0.429,0.571
11419,95570,12591,NA,NA,NA,"chemistry","1","2014",10,"SingCorrAns","-103",12591,119580,0.799,0.095,0.105,0.105,0.895
17317,86367,15896,NA,NA,NA,"chemistry","1","2014",11,"Compr","-103",15896,119580,0.722,0.145,0.133,0.133,0.867
5380,79330,34870,NA,NA,NA,"chemistry","1","2014",12,"Compr","-103",34870,119580,0.663,0.045,0.292,0.292,0.708
7782,78616,33182,NA,NA,NA,"chemistry","1","2014",13,"Compr","-103",33182,119580,0.657,0.065,0.277,0.277,0.723
10972,82936,25672,NA,NA,NA,"chemistry","1","2014",14,"Compr","-103",25672,119580,0.694,0.092,0.215,0.215,0.785
6853,95014,17713,NA,NA,NA,"chemistry","1","2014",15,"Compr","-103",17713,119580,0.795,0.057,0.148,0.148,0.852
10688,106718,2174,NA,NA,NA,"chemistry","1","2014",16,"Compr","-103",2174,119580,0.892,0.089,0.018,0.018,0.982
4137,83372,32071,NA,NA,NA,"chemistry","1","2014",17,"TwoListMatchSingleAns","-103",32071,119580,0.697,0.035,0.268,0.268,0.732
5246,65179,49155,NA,NA,NA,"chemistry","1","2014",18,"TwoListMatchSingleAns","-103",49155,119580,0.545,0.044,0.411,0.411,0.589
10127,61661,47792,NA,NA,NA,"chemistry","1","2014",19,"TwoListMatchSingleAns","-103",47792,119580,0.516,0.085,0.4,0.4,0.6
7996,42107,69477,NA,NA,NA,"chemistry","1","2014",20,"TwoListMatchSingleAns","-103",69477,119580,0.352,0.067,0.581,0.581,0.419
19208,82535,17837,NA,NA,NA,"maths","1","2014",1,"MultCorrAns","+03",17837,119580,0.69,0.161,0.149,0.149,0.851
19189,58013,42378,NA,NA,NA,"maths","1","2014",2,"MultCorrAns","+03",42378,119580,0.485,0.16,0.354,0.354,0.646
13083,86526,19971,NA,NA,NA,"maths","1","2014",3,"MultCorrAns","+03",19971,119580,0.724,0.109,0.167,0.167,0.833
13147,68108,38325,NA,NA,NA,"maths","1","2014",4,"MultCorrAns","+03",38325,119580,0.57,0.11,0.32,0.32,0.68
11964,67900,39716,NA,NA,NA,"maths","1","2014",5,"MultCorrAns","+03",39716,119580,0.568,0.1,0.332,0.332,0.668
7000,85833,26747,NA,NA,NA,"maths","1","2014",6,"MultCorrAns","+03",26747,119580,0.718,0.059,0.224,0.224,0.776
14247,101353,3980,NA,NA,NA,"maths","1","2014",7,"MultCorrAns","+03",3980,119580,0.848,0.119,0.033,0.033,0.967
19763,70415,29402,NA,NA,NA,"maths","1","2014",8,"MultCorrAns","+03",29402,119580,0.589,0.165,0.246,0.246,0.754
8487,54857,56236,NA,NA,NA,"maths","1","2014",9,"MultCorrAns","+03",56236,119580,0.459,0.071,0.47,0.47,0.53
12852,91357,15371,NA,NA,NA,"maths","1","2014",10,"MultCorrAns","+03",15371,119580,0.764,0.107,0.129,0.129,0.871
15509,65553,38518,NA,NA,NA,"maths","1","2014",11,"SingDigitInteger","+03",38518,119580,0.548,0.13,0.322,0.322,0.678
10980,62832,45768,NA,NA,NA,"maths","1","2014",12,"SingDigitInteger","+03",45768,119580,0.525,0.092,0.383,0.383,0.617
11572,95284,12724,NA,NA,NA,"maths","1","2014",13,"SingDigitInteger","+03",12724,119580,0.797,0.097,0.106,0.106,0.894
8706,65458,45416,NA,NA,NA,"maths","1","2014",14,"SingDigitInteger","+03",45416,119580,0.547,0.073,0.38,0.38,0.62
14569,85542,19469,NA,NA,NA,"maths","1","2014",15,"SingDigitInteger","+03",19469,119580,0.715,0.122,0.163,0.163,0.837
4954,44899,69727,NA,NA,NA,"maths","1","2014",16,"SingDigitInteger","+03",69727,119580,0.375,0.041,0.583,0.583,0.417
12840,93251,13489,NA,NA,NA,"maths","1","2014",17,"SingDigitInteger","+03",13489,119580,0.78,0.107,0.113,0.113,0.887
10604,87395,21581,NA,NA,NA,"maths","1","2014",18,"SingDigitInteger","+03",21581,119580,0.731,0.089,0.18,0.18,0.82
16319,85359,17902,NA,NA,NA,"maths","1","2014",19,"SingDigitInteger","+03",17902,119580,0.714,0.136,0.15,0.15,0.85
14912,67346,37322,NA,NA,NA,"maths","1","2014",20,"SingDigitInteger","+03",37322,119580,0.563,0.125,0.312,0.312,0.688
20898,40932,57750,NA,NA,NA,"physics","2","2014",1,"SingCorrAns","-103",57750,119580,0.342,0.175,0.483,0.483,0.517
25593,55363,38624,NA,NA,NA,"physics","2","2014",2,"SingCorrAns","-103",38624,119580,0.463,0.214,0.323,0.323,0.677
23051,51446,45083,NA,NA,NA,"physics","2","2014",3,"SingCorrAns","-103",45083,119580,0.43,0.193,0.377,0.377,0.623
7880,48658,63042,NA,NA,NA,"physics","2","2014",4,"SingCorrAns","-103",63042,119580,0.407,0.066,0.527,0.527,0.473
66809,29310,23461,NA,NA,NA,"physics","2","2014",5,"SingCorrAns","-103",23461,119580,0.245,0.559,0.196,0.196,0.804
60400,34201,24979,NA,NA,NA,"physics","2","2014",6,"SingCorrAns","-103",24979,119580,0.286,0.505,0.209,0.209,0.791
27705,35293,56582,NA,NA,NA,"physics","2","2014",7,"SingCorrAns","-103",56582,119580,0.295,0.232,0.473,0.473,0.527
43439,46368,29773,NA,NA,NA,"physics","2","2014",8,"SingCorrAns","-103",29773,119580,0.388,0.363,0.249,0.249,0.751
63983,38789,16808,NA,NA,NA,"physics","2","2014",9,"SingCorrAns","-103",16808,119580,0.324,0.535,0.141,0.141,0.859
64308,39818,15454,NA,NA,NA,"physics","2","2014",10,"SingCorrAns","-103",15454,119580,0.333,0.538,0.129,0.129,0.871
56801,56946,5833,NA,NA,NA,"physics","2","2014",11,"Compr","-103",5833,119580,0.476,0.475,0.049,0.049,0.951
81486,29176,8918,NA,NA,NA,"physics","2","2014",12,"Compr","-103",8918,119580,0.244,0.681,0.075,0.075,0.925
31056,33966,54558,NA,NA,NA,"physics","2","2014",13,"Compr","-103",54558,119580,0.284,0.26,0.456,0.456,0.544
54386,37334,27860,NA,NA,NA,"physics","2","2014",14,"Compr","-103",27860,119580,0.312,0.455,0.233,0.233,0.767
42373,45836,31371,NA,NA,NA,"physics","2","2014",15,"Compr","-103",31371,119580,0.383,0.354,0.262,0.262,0.738
44277,44346,30957,NA,NA,NA,"physics","2","2014",16,"Compr","-103",30957,119580,0.371,0.37,0.259,0.259,0.741
11908,26037,81635,NA,NA,NA,"physics","2","2014",17,"TwoListMatchSingleAns","-103",81635,119580,0.218,0.1,0.683,0.683,0.317
13756,49015,56809,NA,NA,NA,"physics","2","2014",18,"TwoListMatchSingleAns","-103",56809,119580,0.41,0.115,0.475,0.475,0.525
40545,58414,20621,NA,NA,NA,"physics","2","2014",19,"TwoListMatchSingleAns","-103",20621,119580,0.488,0.339,0.172,0.172,0.828
11780,88471,19329,NA,NA,NA,"physics","2","2014",20,"TwoListMatchSingleAns","-103",19329,119580,0.74,0.099,0.162,0.162,0.838
37140,48997,33443,NA,NA,NA,"chemistry","2","2014",1,"MultCorrAns","+03",33443,119580,0.41,0.311,0.28,0.28,0.72
5576,28286,85718,NA,NA,NA,"chemistry","2","2014",2,"MultCorrAns","+03",85718,119580,0.237,0.047,0.717,0.717,0.283
25766,38364,55450,NA,NA,NA,"chemistry","2","2014",3,"MultCorrAns","+03",55450,119580,0.321,0.215,0.464,0.464,0.536
33567,44670,41343,NA,NA,NA,"chemistry","2","2014",4,"MultCorrAns","+03",41343,119580,0.374,0.281,0.346,0.346,0.654
25856,51194,42530,NA,NA,NA,"chemistry","2","2014",5,"MultCorrAns","+03",42530,119580,0.428,0.216,0.356,0.356,0.644
71779,26148,21653,NA,NA,NA,"chemistry","2","2014",6,"MultCorrAns","+03",21653,119580,0.219,0.6,0.181,0.181,0.819
63503,29502,26575,NA,NA,NA,"chemistry","2","2014",7,"MultCorrAns","+03",26575,119580,0.247,0.531,0.222,0.222,0.778
8481,21959,89140,NA,NA,NA,"chemistry","2","2014",8,"MultCorrAns","+03",89140,119580,0.184,0.071,0.745,0.745,0.255
23032,51827,44721,NA,NA,NA,"chemistry","2","2014",9,"MultCorrAns","+03",44721,119580,0.433,0.193,0.374,0.374,0.626
29136,68648,21796,NA,NA,NA,"chemistry","2","2014",10,"MultCorrAns","+03",21796,119580,0.574,0.244,0.182,0.182,0.818
