"","subject","topic","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011.1","X2011.2","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019.01091","X2019.01092","X2019.01101","X2019.01102","X2019.01111","X2019.01112","X2019.01121","X2019.01122","X2019.04081","X2019.04082","X2019.04091","X2019.04092","X2019.04101","X2019.04102","X2019.04121","X2019.04122","qTopic","avgWt","topicJEE","0%","25%","50%","75%","100%","subsec"
"29","c",NA,8,22.6666666666667,10.6666666666667,12,10.9090909090909,12.5,8.57142857142857,13.3333333333333,6.66666666666667,0,3.33333333333333,3.33333333333333,3.33333333333333,0,3.33333333333333,3.33333333333333,3.33333333333333,0,3.33333333333333,3.33333333333333,3.33333333333333,0,3.33333333333333,3.33333333333333,3.33333333333333,0,3.33333333333333,3.33333333333333,3.33333333333333,0,3.33333333333333,0,3.33333333333333,6.66666666666667,NA,4.96021135727018,"B-Inorganic Chemistry-Unit11: classification of elements and periodicity in properties",0,3.33333333333333,3.33333333333333,6.66666666666667,22.6666666666667,"cB-I"
"3","c",NA,4,2.66666666666667,5.33333333333333,4,3.63636363636364,2.5,2.85714285714286,3.33333333333333,6.66666666666667,6.66666666666667,10,6.66666666666667,10,6.66666666666667,3.33333333333333,3.33333333333333,3.33333333333333,6.66666666666667,6.66666666666667,3.33333333333333,3.33333333333333,3.33333333333333,6.66666666666667,3.33333333333333,3.33333333333333,6.66666666666667,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,6.66666666666667,3.33333333333333,3.33333333333333,3.33333333333333,NA,4.65667175961294,"A-Physical Chemistry-Unit2: states of matter",2.5,3.33333333333333,3.33333333333333,6.66666666666667,10,"cA-P"
"6","c",NA,4,6.66666666666667,2.66666666666667,4,5.45454545454545,7.5,2.85714285714286,6.66666666666667,3.33333333333333,3.33333333333333,10,3.33333333333333,6.66666666666667,3.33333333333333,3.33333333333333,3.33333333333333,6.66666666666667,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,6.66666666666667,6.66666666666667,6.66666666666667,3.33333333333333,3.33333333333333,6.66666666666667,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,6.66666666666667,3.33333333333333,NA,4.60230455818691,"A-Physical Chemistry-Unit5: chemical thermodynamics",2.66666666666667,3.33333333333333,3.33333333333333,6.66666666666667,10,"cA-P"
"57","m",NA,2.77777777777778,4.61538461538462,5.97014925373134,7.35294117647059,5.55555555555556,5.55555555555556,2.94117647058824,3.33333333333333,3.33333333333333,3.33333333333333,0,3.33333333333333,3.33333333333333,3.44827586206897,3.44827586206897,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,6.89655172413793,6.89655172413793,6.89655172413793,6.89655172413793,3.33333333333333,3.44827586206897,6.66666666666667,3.44827586206897,3.33333333333333,3.33333333333333,3.33333333333333,3.44827586206897,3.33333333333333,6.89655172413793,NA,4.21056897066955,"Unit6: binomial theorem and its simple applications",0,3.33333333333333,3.33333333333333,5.55555555555556,7.35294117647059,"mUni"
"20","p",NA,5.33333333333333,4,5.33333333333333,4,9.09090909090909,5,5.71428571428571,6.66666666666667,3.33333333333333,0,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,0,13.3333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,6.66666666666667,3.33333333333333,NA,4.07270180799593,"A-Unit19: electronic devices",0,3.33333333333333,3.33333333333333,4,13.3333333333333,"pA-U"
"9","c",NA,5.33333333333333,6.66666666666667,6.66666666666667,4,5.45454545454545,5,2.85714285714286,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,13.3333333333333,3.33333333333333,0,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,NA,3.90132416603005,"A-Physical Chemistry-Unit8: redox reactions and electrochemistry",0,3.33333333333333,3.33333333333333,3.33333333333333,13.3333333333333,"cA-P"
"26","p",NA,1.33333333333333,1.33333333333333,4,2.66666666666667,3.63636363636364,0,8.57142857142857,3.33333333333333,3.33333333333333,6.66666666666667,6.66666666666667,3.33333333333333,6.66666666666667,6.66666666666667,3.33333333333333,0,3.33333333333333,0,3.33333333333333,3.33333333333333,3.33333333333333,0,3.33333333333333,0,0,6.66666666666667,10,3.33333333333333,0,3.33333333333333,3.33333333333333,16.6666666666667,3.33333333333333,6.66666666666667,NA,3.86885663356252,"A-Unit7: properties of solids and liquids",0,1.66666666666667,3.33333333333333,6,16.6666666666667,"pA-U"
"7","c",NA,2.66666666666667,5.33333333333333,4,5.33333333333333,3.63636363636364,7.5,5.71428571428571,6.66666666666667,0,6.66666666666667,3.33333333333333,3.33333333333333,0,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,6.66666666666667,6.66666666666667,6.66666666666667,3.33333333333333,3.33333333333333,0,3.33333333333333,NA,3.84854851031322,"A-Physical Chemistry-Unit6: solutions",0,3.33333333333333,3.33333333333333,5,7.5,"cA-P"
"27","p",NA,12,8,8,6.66666666666667,5.45454545454545,10,2.85714285714286,16.6666666666667,3.33333333333333,3.33333333333333,6.66666666666667,3.33333333333333,0,0,0,0,6.66666666666667,0,0,0,0,3.33333333333333,3.33333333333333,13.3333333333333,0,0,3.33333333333333,0,0,3.33333333333333,0,0,3.33333333333333,3.33333333333333,NA,3.71504965622613,"A-Unit8: thermodynamics",0,0,3.33333333333333,6.36363636363636,16.6666666666667,"pA-U"
"33","c",NA,0,0,0,0,0,0,0,0,0,10,3.33333333333333,0,3.33333333333333,3.33333333333333,10,3.33333333333333,3.33333333333333,6.66666666666667,6.66666666666667,3.33333333333333,0,10,3.33333333333333,3.33333333333333,3.33333333333333,6.66666666666667,3.33333333333333,0,6.66666666666667,10,10,6.66666666666667,3.33333333333333,3.33333333333333,NA,3.62745098039216,"B-Inorganic Chemistry-Unit15: p-block elements",0,0,3.33333333333333,6.66666666666667,10,"cB-I"
"10","c",NA,8,4,1.33333333333333,4,5.45454545454545,5,2.85714285714286,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,NA,3.54838298955946,"A-Physical Chemistry-Unit9: chemical kinetics",1.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,8,"cA-P"
"4","c",NA,2.66666666666667,4,4,2.66666666666667,5.45454545454545,0,5.71428571428571,6.66666666666667,6.66666666666667,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,0,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,0,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,NA,3.3677107206519,"A-Physical Chemistry-Unit3: atomic structure",0,3.33333333333333,3.33333333333333,3.33333333333333,6.66666666666667,"cA-P"
"39","c",NA,2.66666666666667,2.66666666666667,4,4,7.27272727272727,5,8.57142857142857,0,0,3.33333333333333,6.66666666666667,0,0,3.33333333333333,0,10,3.33333333333333,3.33333333333333,0,0,0,3.33333333333333,3.33333333333333,0,0,0,3.33333333333333,6.66666666666667,6.66666666666667,3.33333333333333,3.33333333333333,6.66666666666667,3.33333333333333,10,NA,3.35816144639674,"C-Organic Chemistry-Unit21: hydrocarbons",0,0,3.33333333333333,4.75,10,"cC-O"
